Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Snødybde;Nedbør (døgn)
E39 Øysand;SN67153;21.08.2018;7,1;-;-;-;-
E39 Øysand;SN67153;22.08.2018;8,6;-;-;-;-
E39 Øysand;SN67153;23.08.2018;9,8;-;-;-;-
E39 Øysand;SN67153;24.08.2018;8,7;-;-;-;-
E39 Øysand;SN67153;25.08.2018;7,6;-;-;-;-
E39 Øysand;SN67153;26.08.2018;6,5;-;-;-;-
E39 Øysand;SN67153;27.08.2018;5,7;-;-;-;-
E39 Øysand;SN67153;28.08.2018;8,8;-;-;-;-
E39 Øysand;SN67153;29.08.2018;11;-;-;-;-
E39 Øysand;SN67153;30.08.2018;8,2;-;-;-;-
E39 Øysand;SN67153;31.08.2018;7,3;-;-;-;-
E39 Øysand;SN67153;01.09.2018;7,2;-;-;-;-
E39 Øysand;SN67153;02.09.2018;10,8;-;-;-;-
E39 Øysand;SN67153;03.09.2018;11,9;-;-;-;-
E39 Øysand;SN67153;04.09.2018;7,4;-;-;-;-
E39 Øysand;SN67153;05.09.2018;8,8;-;-;-;-
E39 Øysand;SN67153;06.09.2018;10,4;-;-;-;-
E39 Øysand;SN67153;07.09.2018;12,5;-;-;-;-
E39 Øysand;SN67153;08.09.2018;13,1;-;-;-;-
E39 Øysand;SN67153;09.09.2018;11,5;-;-;-;-
E39 Øysand;SN67153;10.09.2018;10,4;-;-;-;-
E39 Øysand;SN67153;21.09.2018;4,3;-;-;-;-
E39 Øysand;SN67153;22.09.2018;5,3;-;-;-;-
E39 Øysand;SN67153;23.09.2018;3,7;-;-;-;-
E39 Øysand;SN67153;24.09.2018;6,7;-;-;-;-
E39 Øysand;SN67153;25.09.2018;10,2;-;-;-;-
E39 Øysand;SN67153;09.10.2018;7,7;-;-;-;-
E39 Øysand;SN67153;10.10.2018;9,7;-;-;-;-
E39 Øysand;SN67153;12.10.2018;16,7;-;-;-;-
E39 Øysand;SN67153;13.10.2018;16,7;-;-;-;-
E39 Øysand;SN67153;14.10.2018;16,4;-;-;-;-
E39 Øysand;SN67153;15.10.2018;7;-;-;-;-
E39 Øysand;SN67153;16.10.2018;8,1;-;-;-;-
E39 Øysand;SN67153;19.10.2018;8,9;-;-;-;-
E39 Øysand;SN67153;20.10.2018;9,6;-;-;-;-
E39 Øysand;SN67153;21.10.2018;9,7;-;-;-;-
E39 Øysand;SN67153;23.10.2018;4,7;-;-;-;-
E39 Øysand;SN67153;24.10.2018;5,3;-;-;-;-
E39 Øysand;SN67153;25.10.2018;4;-;-;-;-
E39 Øysand;SN67153;26.10.2018;3,1;-;-;-;-
E39 Øysand;SN67153;27.10.2018;-0,2;-;-;-;-
E39 Øysand;SN67153;28.10.2018;-1,6;-;-;-;-
E39 Øysand;SN67153;29.10.2018;-0,2;-;-;-;-
E39 Øysand;SN67153;30.10.2018;3,6;-;-;-;-
E39 Øysand;SN67153;31.10.2018;7,3;-;-;-;-
E39 Øysand;SN67153;01.11.2018;6,8;-;-;-;-
E39 Øysand;SN67153;02.11.2018;7,7;-;-;-;-
E39 Øysand;SN67153;03.11.2018;4,1;-;-;-;-
E39 Øysand;SN67153;04.11.2018;12;-;-;-;-
E39 Øysand;SN67153;05.11.2018;10,2;-;-;-;-
E39 Øysand;SN67153;06.11.2018;1,4;-;-;-;-
E39 Øysand;SN67153;07.11.2018;0,9;-;-;-;-
E39 Øysand;SN67153;08.11.2018;3,6;-;-;-;-
E39 Øysand;SN67153;09.11.2018;1,8;-;-;-;-
E39 Øysand;SN67153;10.11.2018;8,3;-;-;-;-
E39 Øysand;SN67153;11.11.2018;11,8;-;-;-;-
E39 Øysand;SN67153;12.11.2018;9,3;-;-;-;-
E39 Øysand;SN67153;13.11.2018;3,6;-;-;-;-
E39 Øysand;SN67153;14.11.2018;1,8;-;-;-;-
E39 Øysand;SN67153;15.11.2018;5;-;-;-;-
E39 Øysand;SN67153;16.11.2018;9;-;-;-;-
E39 Øysand;SN67153;17.11.2018;6,9;-;-;-;-
E39 Øysand;SN67153;18.11.2018;2,2;-;-;-;-
E39 Øysand;SN67153;19.11.2018;-1,5;-;-;-;-
E39 Øysand;SN67153;20.11.2018;0,6;-;-;-;-
E39 Øysand;SN67153;21.11.2018;0,3;-;-;-;-
E39 Øysand;SN67153;22.11.2018;-3,9;-;-;-;-
E39 Øysand;SN67153;23.11.2018;-1,5;-;-;-;-
E39 Øysand;SN67153;24.11.2018;-0,1;-;-;-;-
E39 Øysand;SN67153;25.11.2018;1,2;-;-;-;-
E39 Øysand;SN67153;26.11.2018;1,2;-;-;-;-
E39 Øysand;SN67153;27.11.2018;-3,6;-;-;-;-
E39 Øysand;SN67153;28.11.2018;-4,7;-;-;-;-
E39 Øysand;SN67153;29.11.2018;5,9;-;-;-;-
E39 Øysand;SN67153;30.11.2018;9;-;-;-;-
E39 Øysand;SN67153;01.12.2018;8;-;-;-;-
E39 Øysand;SN67153;02.12.2018;6,1;-;-;-;-
E39 Øysand;SN67153;03.12.2018;0,2;-;-;-;-
E39 Øysand;SN67153;04.12.2018;1,8;-;-;-;-
E39 Øysand;SN67153;05.12.2018;0,5;-;-;-;-
E39 Øysand;SN67153;06.12.2018;-3,9;-;-;-;-
E39 Øysand;SN67153;07.12.2018;-5,2;-;-;-;-
E39 Øysand;SN67153;08.12.2018;0,9;-;-;-;-
E39 Øysand;SN67153;09.12.2018;1,2;-;-;-;-
E39 Øysand;SN67153;10.12.2018;2,9;-;-;-;-
E39 Øysand;SN67153;11.12.2018;-0,4;-;-;-;-
E39 Øysand;SN67153;12.12.2018;-7,4;-;-;-;-
E39 Øysand;SN67153;13.12.2018;-10,9;-;-;-;-
E39 Øysand;SN67153;14.12.2018;-13;-;-;-;-
E39 Øysand;SN67153;15.12.2018;-12,2;-;-;-;-
E39 Øysand;SN67153;16.12.2018;0,9;-;-;-;-
E39 Øysand;SN67153;17.12.2018;-3,2;-;-;-;-
E39 Øysand;SN67153;18.12.2018;-4,7;-;-;-;-
E39 Øysand;SN67153;19.12.2018;1,9;-;-;-;-
E39 Øysand;SN67153;20.12.2018;3,8;-;-;-;-
E39 Øysand;SN67153;21.12.2018;0,8;-;-;-;-
E39 Øysand;SN67153;22.12.2018;-2,4;-;-;-;-
E39 Øysand;SN67153;23.12.2018;-4;-;-;-;-
E39 Øysand;SN67153;24.12.2018;2,1;-;-;-;-
E39 Øysand;SN67153;25.12.2018;5,4;-;-;-;-
E39 Øysand;SN67153;26.12.2018;4,9;-;-;-;-
E39 Øysand;SN67153;27.12.2018;3,4;-;-;-;-
E39 Øysand;SN67153;28.12.2018;3,5;-;-;-;-
E39 Øysand;SN67153;29.12.2018;3,5;-;-;-;-
E39 Øysand;SN67153;30.12.2018;1;-;-;-;-
E39 Øysand;SN67153;31.12.2018;4,6;-;-;-;-
E39 Øysand;SN67153;01.01.2019;2,8;-;-;-;-
E39 Øysand;SN67153;02.01.2019;1,2;-;-;-;-
E39 Øysand;SN67153;03.01.2019;4,9;-;-;-;-
E39 Øysand;SN67153;04.01.2019;7,3;-;-;-;-
E39 Øysand;SN67153;05.01.2019;4,7;-;-;-;-
E39 Øysand;SN67153;06.01.2019;5,3;-;-;-;-
E39 Øysand;SN67153;07.01.2019;2;-;-;-;-
E39 Øysand;SN67153;08.01.2019;1,2;-;-;-;-
E39 Øysand;SN67153;09.01.2019;0;-;-;-;-
E39 Øysand;SN67153;10.01.2019;5,2;-;-;-;-
E39 Øysand;SN67153;11.01.2019;3,1;-;-;-;-
E39 Øysand;SN67153;12.01.2019;1,3;-;-;-;-
E39 Øysand;SN67153;13.01.2019;0,3;-;-;-;-
E39 Øysand;SN67153;14.01.2019;1;-;-;-;-
E39 Øysand;SN67153;15.01.2019;-5;-;-;-;-
E39 Øysand;SN67153;16.01.2019;-9;-;-;-;-
E39 Øysand;SN67153;17.01.2019;-3,2;-;-;-;-
E39 Øysand;SN67153;20.01.2019;-7,4;-;-;-;-
E39 Øysand;SN67153;21.01.2019;-10,8;-;-;-;-
E39 Øysand;SN67153;22.01.2019;-14,7;-;-;-;-
E39 Øysand;SN67153;23.01.2019;-15,8;-;-;-;-
E39 Øysand;SN67153;24.01.2019;-12,8;-;-;-;-
E39 Øysand;SN67153;25.01.2019;-8,5;-;-;-;-
E39 Øysand;SN67153;26.01.2019;-2,9;-;-;-;-
E39 Øysand;SN67153;27.01.2019;-4,2;-;-;-;-
E39 Øysand;SN67153;28.01.2019;-1,8;-;-;-;-
E39 Øysand;SN67153;29.01.2019;-3,9;-;-;-;-
E39 Øysand;SN67153;31.01.2019;4,8;-;-;-;-
E39 Øysand;SN67153;01.02.2019;3,4;-;-;-;-
E39 Øysand;SN67153;02.02.2019;0,8;-;-;-;-
E39 Øysand;SN67153;03.02.2019;-5,4;-;-;-;-
E39 Øysand;SN67153;04.02.2019;-8;-;-;-;-
E39 Øysand;SN67153;05.02.2019;-8,9;-;-;-;-
E39 Øysand;SN67153;06.02.2019;-6;-;-;-;-
E39 Øysand;SN67153;07.02.2019;2,8;-;-;-;-
E39 Øysand;SN67153;08.02.2019;3,3;-;-;-;-
E39 Øysand;SN67153;09.02.2019;5,4;-;-;-;-
E39 Øysand;SN67153;10.02.2019;3,7;-;-;-;-
E39 Øysand;SN67153;11.02.2019;3,4;-;-;-;-
E39 Øysand;SN67153;12.02.2019;4,5;-;-;-;-
E39 Øysand;SN67153;16.02.2019;6,9;-;-;-;-
E39 Øysand;SN67153;17.02.2019;5,6;-;-;-;-
E39 Øysand;SN67153;18.02.2019;9,3;-;-;-;-
E39 Øysand;SN67153;19.02.2019;6;-;-;-;-
E39 Øysand;SN67153;20.02.2019;4;-;-;-;-
E39 Øysand;SN67153;21.02.2019;4,7;-;-;-;-
E39 Øysand;SN67153;22.02.2019;5,1;-;-;-;-
E39 Øysand;SN67153;23.02.2019;5,9;-;-;-;-
E39 Øysand;SN67153;24.02.2019;8,8;-;-;-;-
E39 Øysand;SN67153;25.02.2019;10;-;-;-;-
E39 Øysand;SN67153;26.02.2019;7,9;-;-;-;-
E39 Øysand;SN67153;27.02.2019;9,2;-;-;-;-
E39 Øysand;SN67153;28.02.2019;5,2;-;-;-;-
E39 Øysand;SN67153;01.03.2019;4,4;-;-;-;-
E39 Øysand;SN67153;02.03.2019;4,8;-;-;-;-
E39 Øysand;SN67153;03.03.2019;6,3;-;-;-;-
E39 Øysand;SN67153;04.03.2019;3,7;-;-;-;-
E39 Øysand;SN67153;05.03.2019;-1,4;-;-;-;-
E39 Øysand;SN67153;06.03.2019;-2,1;-;-;-;-
E39 Øysand;SN67153;07.03.2019;3,6;-;-;-;-
E39 Øysand;SN67153;08.03.2019;5,1;-;-;-;-
E39 Øysand;SN67153;09.03.2019;3,1;-;-;-;-
E39 Øysand;SN67153;10.03.2019;1,4;-;-;-;-
E39 Øysand;SN67153;11.03.2019;0,9;-;-;-;-
E39 Øysand;SN67153;12.03.2019;2,8;-;-;-;-
E39 Øysand;SN67153;13.03.2019;5,3;-;-;-;-
E39 Øysand;SN67153;14.03.2019;4,7;-;-;-;-
E39 Øysand;SN67153;15.03.2019;4,2;-;-;-;-
E39 Øysand;SN67153;16.03.2019;1,3;-;-;-;-
E39 Øysand;SN67153;17.03.2019;5,4;-;-;-;-
E39 Øysand;SN67153;18.03.2019;6,5;-;-;-;-
E39 Øysand;SN67153;19.03.2019;9,2;-;-;-;-
E39 Øysand;SN67153;20.03.2019;9,6;-;-;-;-
E39 Øysand;SN67153;21.03.2019;10,4;-;-;-;-
E39 Øysand;SN67153;22.03.2019;11,9;-;-;-;-
E39 Øysand;SN67153;23.03.2019;8,8;-;-;-;-
E39 Øysand;SN67153;24.03.2019;6,7;-;-;-;-
E39 Øysand;SN67153;25.03.2019;6,3;-;-;-;-
E39 Øysand;SN67153;26.03.2019;7,2;-;-;-;-
E39 Øysand;SN67153;27.03.2019;11,8;-;-;-;-
E39 Øysand;SN67153;28.03.2019;15,3;-;-;-;-
E39 Øysand;SN67153;29.03.2019;10,6;-;-;-;-
E39 Øysand;SN67153;30.03.2019;7,9;-;-;-;-
E39 Øysand;SN67153;31.03.2019;5,5;-;-;-;-
E39 Øysand;SN67153;01.04.2019;7,2;-;-;-;-
E39 Øysand;SN67153;02.04.2019;8;-;-;-;-
E39 Øysand;SN67153;03.04.2019;9,2;-;-;-;-
E39 Øysand;SN67153;04.04.2019;9,8;-;-;-;-
E39 Øysand;SN67153;05.04.2019;12,7;-;-;-;-
E39 Øysand;SN67153;06.04.2019;9,3;-;-;-;-
E39 Øysand;SN67153;07.04.2019;9,5;-;-;-;-
E39 Øysand;SN67153;08.04.2019;8;-;-;-;-
E39 Øysand;SN67153;12.04.2019;7,5;-;-;-;-
E39 Øysand;SN67153;13.04.2019;7,8;-;-;-;-
E39 Øysand;SN67153;14.04.2019;8,3;-;-;-;-
E39 Øysand;SN67153;15.04.2019;9,1;-;-;-;-
E39 Øysand;SN67153;16.04.2019;12,2;-;-;-;-
E39 Øysand;SN67153;17.04.2019;14,7;-;-;-;-
E39 Øysand;SN67153;18.04.2019;13,1;-;-;-;-
E39 Øysand;SN67153;19.04.2019;15,9;-;-;-;-
E39 Øysand;SN67153;20.04.2019;14,6;-;-;-;-
E39 Øysand;SN67153;21.04.2019;13,5;-;-;-;-
E39 Øysand;SN67153;22.04.2019;15,9;-;-;-;-
E39 Øysand;SN67153;23.04.2019;17,7;-;-;-;-
E39 Øysand;SN67153;24.04.2019;20,3;-;-;-;-
E39 Øysand;SN67153;25.04.2019;21,4;-;-;-;-
E39 Øysand;SN67153;26.04.2019;21,8;-;-;-;-
E39 Øysand;SN67153;27.04.2019;22,1;-;-;-;-
E39 Øysand;SN67153;28.04.2019;21,5;-;-;-;-
E39 Øysand;SN67153;29.04.2019;18,3;-;-;-;-
E39 Øysand;SN67153;30.04.2019;15,2;-;-;-;-
E39 Øysand;SN67153;01.05.2019;11,2;-;-;-;-
E39 Øysand;SN67153;02.05.2019;8,5;-;-;-;-
E39 Øysand;SN67153;03.05.2019;7,8;-;-;-;-
E39 Øysand;SN67153;04.05.2019;8,4;-;-;-;-
E39 Øysand;SN67153;05.05.2019;8,4;-;-;-;-
E39 Øysand;SN67153;06.05.2019;8,5;-;-;-;-
E39 Øysand;SN67153;07.05.2019;8,6;-;-;-;-
E39 Øysand;SN67153;08.05.2019;10,5;-;-;-;-
E39 Øysand;SN67153;09.05.2019;12,2;-;-;-;-
E39 Øysand;SN67153;10.05.2019;15,7;-;-;-;-
E39 Øysand;SN67153;11.05.2019;11;-;-;-;-
E39 Øysand;SN67153;12.05.2019;10,6;-;-;-;-
E39 Øysand;SN67153;13.05.2019;11,1;-;-;-;-
E39 Øysand;SN67153;14.05.2019;13;-;-;-;-
E39 Øysand;SN67153;15.05.2019;16,7;-;-;-;-
E39 Øysand;SN67153;16.05.2019;16,6;-;-;-;-
E39 Øysand;SN67153;17.05.2019;19,2;-;-;-;-
E39 Øysand;SN67153;18.05.2019;22,7;-;-;-;-
E39 Øysand;SN67153;19.05.2019;21,7;-;-;-;-
E39 Øysand;SN67153;20.05.2019;21,8;-;-;-;-
E39 Øysand;SN67153;21.05.2019;22;-;-;-;-
E39 Øysand;SN67153;22.05.2019;25,3;-;-;-;-
E39 Øysand;SN67153;23.05.2019;19,1;-;-;-;-
E39 Øysand;SN67153;24.05.2019;17,6;-;-;-;-
E39 Øysand;SN67153;25.05.2019;15,3;-;-;-;-
E39 Øysand;SN67153;26.05.2019;13,5;-;-;-;-
E39 Øysand;SN67153;27.05.2019;12,6;-;-;-;-
E39 Øysand;SN67153;28.05.2019;11,5;-;-;-;-
E39 Øysand;SN67153;01.06.2019;14,8;-;-;-;-
E39 Øysand;SN67153;02.06.2019;16,6;-;-;-;-
E39 Øysand;SN67153;03.06.2019;22;-;-;-;-
E39 Øysand;SN67153;04.06.2019;19,6;-;-;-;-
E39 Øysand;SN67153;05.06.2019;19,7;-;-;-;-
E39 Øysand;SN67153;06.06.2019;24,3;-;-;-;-
E39 Øysand;SN67153;07.06.2019;19,8;-;-;-;-
E39 Øysand;SN67153;08.06.2019;21,5;-;-;-;-
E39 Øysand;SN67153;09.06.2019;21,4;-;-;-;-
E39 Øysand;SN67153;10.06.2019;16,5;-;-;-;-
E39 Øysand;SN67153;11.06.2019;19,7;-;-;-;-
E39 Øysand;SN67153;12.06.2019;19,5;-;-;-;-
E39 Øysand;SN67153;13.06.2019;20,3;-;-;-;-
E39 Øysand;SN67153;14.06.2019;21,4;-;-;-;-
E39 Øysand;SN67153;15.06.2019;22,1;-;-;-;-
E39 Øysand;SN67153;16.06.2019;22,6;-;-;-;-
E39 Øysand;SN67153;17.06.2019;19,8;-;-;-;-
E39 Øysand;SN67153;18.06.2019;19,6;-;-;-;-
E39 Øysand;SN67153;19.06.2019;20,1;-;-;-;-
E39 Øysand;SN67153;20.06.2019;21,7;-;-;-;-
E39 Øysand;SN67153;21.06.2019;17,6;-;-;-;-
E39 Øysand;SN67153;22.06.2019;17,3;-;-;-;-
E39 Øysand;SN67153;23.06.2019;17,1;-;-;-;-
E39 Øysand;SN67153;24.06.2019;18,9;-;-;-;-
E39 Øysand;SN67153;25.06.2019;18,8;-;-;-;-
E39 Øysand;SN67153;26.06.2019;17,2;-;-;-;-
E39 Øysand;SN67153;27.06.2019;16,3;-;-;-;-
E39 Øysand;SN67153;28.06.2019;17,8;-;-;-;-
E39 Øysand;SN67153;29.06.2019;18,1;-;-;-;-
E39 Øysand;SN67153;30.06.2019;18,9;-;-;-;-
E39 Øysand;SN67153;01.07.2019;15,5;-;-;-;-
E39 Øysand;SN67153;02.07.2019;13,2;-;-;-;-
E39 Øysand;SN67153;03.07.2019;13;-;-;-;-
E39 Øysand;SN67153;04.07.2019;13,3;-;-;-;-
E39 Øysand;SN67153;05.07.2019;14,8;-;-;-;-
E39 Øysand;SN67153;06.07.2019;15,6;-;-;-;-
E39 Øysand;SN67153;07.07.2019;17,2;-;-;-;-
E39 Øysand;SN67153;08.07.2019;16;-;-;-;-
E39 Øysand;SN67153;09.07.2019;18,5;-;-;-;-
E39 Øysand;SN67153;10.07.2019;18,5;-;-;-;-
E39 Øysand;SN67153;11.07.2019;18,5;-;-;-;-
E39 Øysand;SN67153;12.07.2019;18,4;-;-;-;-
E39 Øysand;SN67153;13.07.2019;17,9;-;-;-;-
E39 Øysand;SN67153;14.07.2019;16,5;-;-;-;-
E39 Øysand;SN67153;15.07.2019;15,8;-;-;-;-
E39 Øysand;SN67153;16.07.2019;16,8;-;-;-;-
E39 Øysand;SN67153;17.07.2019;19;-;-;-;-
E39 Øysand;SN67153;18.07.2019;23,2;-;-;-;-
E39 Øysand;SN67153;19.07.2019;23,6;-;-;-;-
E39 Øysand;SN67153;20.07.2019;24,2;-;-;-;-
E39 Øysand;SN67153;04.10.2019;10,8;-;-;-;-
E39 Øysand;SN67153;05.10.2019;7,2;-;-;-;-
E39 Øysand;SN67153;06.10.2019;7,8;-;-;-;-
E39 Øysand;SN67153;07.10.2019;11,2;-;-;-;-
E39 Øysand;SN67153;08.10.2019;9,9;-;-;-;-
E39 Øysand;SN67153;09.10.2019;13,2;-;-;-;-
E39 Øysand;SN67153;10.10.2019;9,5;-;-;-;-
E39 Øysand;SN67153;11.10.2019;12,8;-;-;-;-
E39 Øysand;SN67153;12.10.2019;12,4;-;-;-;-
E39 Øysand;SN67153;13.10.2019;11,2;-;-;-;-
E39 Øysand;SN67153;14.10.2019;7,3;-;-;-;-
E39 Øysand;SN67153;15.10.2019;8,4;-;-;-;-
E39 Øysand;SN67153;16.10.2019;15,3;-;-;-;-
E39 Øysand;SN67153;17.10.2019;15,5;-;-;-;-
E39 Øysand;SN67153;18.10.2019;14,4;-;-;-;-
E39 Øysand;SN67153;19.10.2019;12,3;-;-;-;-
E39 Øysand;SN67153;20.10.2019;12,4;-;-;-;-
E39 Øysand;SN67153;21.10.2019;12,6;-;-;-;-
E39 Øysand;SN67153;22.10.2019;16,6;-;-;-;-
E39 Øysand;SN67153;28.10.2019;10,7;-;-;-;-
E39 Øysand;SN67153;29.10.2019;12,3;-;-;-;-
E39 Øysand;SN67153;30.10.2019;12,9;-;-;-;-
E39 Øysand;SN67153;31.10.2019;12,9;-;-;-;-
E39 Øysand;SN67153;01.11.2019;10,4;-;-;-;-
E39 Øysand;SN67153;02.11.2019;9,1;-;-;-;-
E39 Øysand;SN67153;03.11.2019;3,9;-;-;-;-
E39 Øysand;SN67153;04.11.2019;3,4;-;-;-;-
E39 Øysand;SN67153;05.11.2019;0;-;-;-;-
E39 Øysand;SN67153;06.11.2019;2,1;-;-;-;-
E39 Øysand;SN67153;07.11.2019;1,7;-;-;-;-
E39 Øysand;SN67153;08.11.2019;2,7;-;-;-;-
E39 Øysand;SN67153;09.11.2019;-2,4;-;-;-;-
E39 Øysand;SN67153;10.11.2019;0,8;-;-;-;-
E39 Øysand;SN67153;11.11.2019;1,9;-;-;-;-
E39 Øysand;SN67153;12.11.2019;4,2;-;-;-;-
E39 Øysand;SN67153;13.11.2019;6,2;-;-;-;-
E39 Øysand;SN67153;14.11.2019;2,2;-;-;-;-
E39 Øysand;SN67153;15.11.2019;3,3;-;-;-;-
E39 Øysand;SN67153;16.11.2019;3,6;-;-;-;-
E39 Øysand;SN67153;17.11.2019;10,1;-;-;-;-
E39 Øysand;SN67153;18.11.2019;8,5;-;-;-;-
E39 Øysand;SN67153;19.11.2019;8,5;-;-;-;-
E39 Øysand;SN67153;20.11.2019;6;-;-;-;-
E39 Øysand;SN67153;21.11.2019;8,6;-;-;-;-
E39 Øysand;SN67153;22.11.2019;12,8;-;-;-;-
E39 Øysand;SN67153;23.11.2019;11,9;-;-;-;-
E39 Øysand;SN67153;24.11.2019;5,8;-;-;-;-
E39 Øysand;SN67153;25.11.2019;7,2;-;-;-;-
E39 Øysand;SN67153;26.11.2019;8,1;-;-;-;-
E39 Øysand;SN67153;27.11.2019;9,3;-;-;-;-
E39 Øysand;SN67153;28.11.2019;7,4;-;-;-;-
E39 Øysand;SN67153;29.11.2019;9,7;-;-;-;-
E39 Øysand;SN67153;30.11.2019;7,9;-;-;-;-
E39 Øysand;SN67153;01.12.2019;8,9;-;-;-;-
E39 Øysand;SN67153;02.12.2019;8,3;-;-;-;-
E39 Øysand;SN67153;03.12.2019;13,2;-;-;-;-
E39 Øysand;SN67153;04.12.2019;10,9;-;-;-;-
E39 Øysand;SN67153;05.12.2019;9,9;-;-;-;-
E39 Øysand;SN67153;06.12.2019;10,9;-;-;-;-
E39 Øysand;SN67153;08.12.2019;7,4;-;-;-;-
E39 Øysand;SN67153;09.12.2019;6,4;-;-;-;-
E39 Øysand;SN67153;10.12.2019;6,6;-;-;-;-
E39 Øysand;SN67153;11.12.2019;13,3;-;-;-;-
E39 Øysand;SN67153;12.12.2019;13,8;-;-;-;-
E39 Øysand;SN67153;13.12.2019;11;-;-;-;-
E39 Øysand;SN67153;15.12.2019;9,6;-;-;-;-
E39 Øysand;SN67153;16.12.2019;6,8;-;-;-;-
E39 Øysand;SN67153;17.12.2019;5,5;-;-;-;-
E39 Øysand;SN67153;18.12.2019;5,3;-;-;-;-
E39 Øysand;SN67153;19.12.2019;5,7;-;-;-;-
E39 Øysand;SN67153;20.12.2019;8,5;-;-;-;-
E39 Øysand;SN67153;24.12.2019;0;-;-;-;-
E39 Øysand;SN67153;25.12.2019;3,3;-;-;-;-
E39 Øysand;SN67153;26.12.2019;7,4;-;-;-;-
E39 Øysand;SN67153;27.12.2019;4;-;-;-;-
E39 Øysand;SN67153;28.12.2019;9,3;-;-;-;-
E39 Øysand;SN67153;29.12.2019;13;-;-;-;-
E39 Øysand;SN67153;30.12.2019;13,9;-;-;-;-
E39 Øysand;SN67153;31.12.2019;11,4;-;-;-;-
E39 Øysand;SN67153;01.01.2020;16,5;-;-;-;-
E39 Øysand;SN67153;02.01.2020;12,8;-;-;-;-
E39 Øysand;SN67153;03.01.2020;8,6;-;-;-;-
E39 Øysand;SN67153;04.01.2020;9,7;-;-;-;-
E39 Øysand;SN67153;07.01.2020;13,6;-;-;-;-
E39 Øysand;SN67153;08.01.2020;12,5;-;-;-;-
E39 Øysand;SN67153;09.01.2020;9,6;-;-;-;-
E39 Øysand;SN67153;10.01.2020;8;-;-;-;-
E39 Øysand;SN67153;11.01.2020;13,3;-;-;-;-
E39 Øysand;SN67153;16.01.2020;12,8;-;-;-;-
E39 Øysand;SN67153;17.01.2020;11,9;-;-;-;-
E39 Øysand;SN67153;18.01.2020;8,3;-;-;-;-
E39 Øysand;SN67153;19.01.2020;12;-;-;-;-
E39 Øysand;SN67153;20.01.2020;17,7;-;-;-;-
E39 Øysand;SN67153;21.01.2020;11,3;-;-;-;-
E39 Øysand;SN67153;22.01.2020;10,7;-;-;-;-
E39 Øysand;SN67153;23.01.2020;11;-;-;-;-
E39 Øysand;SN67153;24.01.2020;6,5;-;-;-;-
E39 Øysand;SN67153;25.01.2020;6,4;-;-;-;-
E39 Øysand;SN67153;26.01.2020;7,8;-;-;-;-
E39 Øysand;SN67153;29.01.2020;1,8;-;-;-;-
E39 Øysand;SN67153;30.01.2020;-2,6;-;-;-;-
E39 Øysand;SN67153;31.01.2020;3,9;-;-;-;-
E39 Øysand;SN67153;01.02.2020;4;-;-;-;-
E39 Øysand;SN67153;02.02.2020;3,1;-;-;-;-
E39 Øysand;SN67153;03.02.2020;-1,3;-;-;-;-
E39 Øysand;SN67153;04.02.2020;-1,1;-;-;-;-
E39 Øysand;SN67153;05.02.2020;2,7;-;-;-;-
E39 Øysand;SN67153;06.02.2020;0,7;-;-;-;-
E39 Øysand;SN67153;07.02.2020;1,3;-;-;-;-
E39 Øysand;SN67153;08.02.2020;2,5;-;-;-;-
E39 Øysand;SN67153;09.02.2020;6,6;-;-;-;-
E39 Øysand;SN67153;10.02.2020;4,5;-;-;-;-
E39 Øysand;SN67153;11.02.2020;0,3;-;-;-;-
E39 Øysand;SN67153;12.02.2020;1,4;-;-;-;-
E39 Øysand;SN67153;13.02.2020;1,2;-;-;-;-
E39 Øysand;SN67153;14.02.2020;-1,1;-;-;-;-
E39 Øysand;SN67153;15.02.2020;4,5;-;-;-;-
E39 Øysand;SN67153;16.02.2020;5,5;-;-;-;-
E39 Øysand;SN67153;17.02.2020;6,5;-;-;-;-
E39 Øysand;SN67153;18.02.2020;3,5;-;-;-;-
E39 Øysand;SN67153;19.02.2020;1,1;-;-;-;-
E39 Øysand;SN67153;20.02.2020;4,2;-;-;-;-
E39 Øysand;SN67153;21.02.2020;4,4;-;-;-;-
E39 Øysand;SN67153;22.02.2020;3;-;-;-;-
E39 Øysand;SN67153;23.02.2020;2,4;-;-;-;-
E39 Øysand;SN67153;24.02.2020;0;-;-;-;-
E39 Øysand;SN67153;25.02.2020;-5,1;-;-;-;-
E39 Øysand;SN67153;26.02.2020;-7,9;-;-;-;-
E39 Øysand;SN67153;27.02.2020;-2,7;-;-;-;-
E39 Øysand;SN67153;28.02.2020;-4;-;-;-;-
E39 Øysand;SN67153;29.02.2020;-3,1;-;-;-;-
E39 Øysand;SN67153;01.03.2020;-1,9;-;-;-;-
E39 Øysand;SN67153;02.03.2020;0;-;-;-;-
E39 Øysand;SN67153;03.03.2020;0,7;-;-;-;-
E39 Øysand;SN67153;04.03.2020;1,5;-;-;-;-
E39 Øysand;SN67153;05.03.2020;0,5;-;-;-;-
E39 Øysand;SN67153;06.03.2020;2,4;-;-;-;-
E39 Øysand;SN67153;07.03.2020;0,8;-;-;-;-
E39 Øysand;SN67153;08.03.2020;7,1;-;-;-;-
E39 Øysand;SN67153;09.03.2020;3,9;-;-;-;-
E39 Øysand;SN67153;10.03.2020;4;-;-;-;-
